Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11
Araucária; 70 848 ; 39 539 ; 31 309 ;  1 355,90 ;  1 637,23 ;  1 000,62 ;   900,00 ;  1 020,00 ;   680,00 ;4101804
Área 001; 10 271 ; 5 533 ; 4 738 ;  1 009,72 ;  1 229,97 ;   752,54 ;   800,00 ;  1 000,00 ;   600,00 ;4101804003001
Área 002; 9 106 ; 5 170 ; 3 936 ;  1 147,84 ;  1 247,10 ;  1 017,43 ;   800,00 ;   998,00 ;   600,00 ;4101804003002
Área 003; 9 466 ; 5 210 ; 4 257 ;  1 483,93 ;  1 772,20 ;  1 131,13 ;  1 000,00 ;  1 200,00 ;   750,00 ;4101804003003
Área 004; 11 240 ; 6 311 ; 4 929 ;  1 659,00 ;  1 968,66 ;  1 262,51 ;  1 080,00 ;  1 300,00 ;   800,00 ;4101804003004
Área 005; 14 379 ; 8 120 ; 6 259 ;  1 560,80 ;  2 091,71 ;   872,10 ;   890,00 ;  1 000,00 ;   650,00 ;4101804003005
Área 006; 16 385 ; 9 195 ; 7 190 ;  1 226,82 ;  1 396,36 ;  1 010,00 ;   900,00 ;  1 000,00 ;   689,00 ;4101804003006
Assis Chateaubriand; 21 289 ; 11 332 ; 9 957 ;  1 019,44 ;  1 206,95 ;   806,04 ;   600,00 ;   700,00 ;   510,00 ;4102000
Área 001; 8 623 ; 4 621 ; 4 002 ;   823,39 ;   985,64 ;   636,05 ;   510,00 ;   600,00 ;   510,00 ;4102000003001
Área 002; 12 667 ; 6 711 ; 5 955 ;  1 152,90 ;  1 359,33 ;   920,26 ;   700,00 ;   800,00 ;   510,00 ;4102000003002
Bandeirantes; 20 615 ; 10 873 ; 9 742 ;  1 043,00 ;  1 235,86 ;   827,76 ;   600,00 ;   700,00 ;   510,00 ;4102406
Área 001; 9 302 ; 5 138 ; 4 164 ;   833,46 ;   942,45 ;   698,99 ;   510,00 ;   600,00 ;   510,00 ;4102406003001
Área 002; 11 313 ; 5 735 ; 5 578 ;  1 215,29 ;  1 498,70 ;   923,90 ;   610,00 ;   800,00 ;   510,00 ;4102406003002
Cambé; 61 338 ; 32 950 ; 28 389 ;  1 113,36 ;  1 318,82 ;   874,89 ;   750,00 ;   900,00 ;   610,00 ;4103701
Área 001; 7 650 ; 4 060 ; 3 590 ;   921,87 ;  1 079,20 ;   743,92 ;   700,00 ;   810,00 ;   600,00 ;4103701003001
Área 002; 8 825 ; 4 495 ; 4 331 ;  1 436,69 ;  1 707,37 ;  1 155,75 ;   810,00 ;  1 000,00 ;   700,00 ;4103701003002
Área 003; 8 538 ; 4 706 ; 3 832 ;   824,32 ;   979,54 ;   633,67 ;   688,00 ;   800,00 ;   560,00 ;4103701003003
Área 004; 17 209 ; 9 319 ; 7 890 ;  1 052,27 ;  1 215,81 ;   859,11 ;   800,00 ;   900,00 ;   622,00 ;4103701003004
Área 005; 19 116 ; 10 370 ; 8 746 ;  1 224,82 ;  1 490,76 ;   909,51 ;   800,00 ;   920,00 ;   615,00 ;4103701003005
Campina Grande do Sul; 22 610 ; 12 643 ; 9 967 ;  1 121,73 ;  1 314,88 ;   876,71 ;   800,00 ;   980,00 ;   650,00 ;4104006
Área 001; 8 372 ; 4 981 ; 3 391 ;  1 061,85 ;  1 196,77 ;   863,63 ;   700,00 ;   800,00 ;   600,00 ;4104006003001
Área 002; 14 238 ; 7 662 ; 6 576 ;  1 156,93 ;  1 391,67 ;   883,45 ;   800,00 ;  1 000,00 ;   680,00 ;4104006003002
Campo Largo; 68 748 ; 37 751 ; 30 997 ;  1 194,21 ;  1 408,22 ;   933,57 ;   800,00 ;  1 000,00 ;   644,00 ;4104204
Área 001; 8 111 ; 4 182 ; 3 928 ;  1 594,94 ;  1 977,98 ;  1 187,14 ;  1 000,00 ;  1 200,00 ;   800,00 ;4104204003001
Área 002; 15 666 ; 8 925 ; 6 741 ;   980,31 ;  1 136,60 ;   773,38 ;   690,00 ;   800,00 ;   580,00 ;4104204003002
Área 003; 10 104 ; 5 609 ; 4 495 ;  1 111,58 ;  1 287,78 ;   891,67 ;   800,00 ;  1 000,00 ;   600,00 ;4104204003003
Área 004; 16 768 ; 9 293 ; 7 475 ;  1 062,64 ;  1 252,76 ;   826,30 ;   800,00 ;   900,00 ;   650,00 ;4104204003004
Área 005; 18 099 ; 9 741 ; 8 358 ;  1 367,80 ;  1 630,12 ;  1 062,05 ;   900,00 ;  1 000,00 ;   700,00 ;4104204003005
Campo Mourão; 54 650 ; 28 789 ; 25 861 ;  1 326,41 ;  1 646,85 ;   969,70 ;   750,00 ;   900,00 ;   600,00 ;4104303
Área 001; 8 137 ; 4 163 ; 3 975 ;  1 379,96 ;  1 648,61 ;  1 098,60 ;   800,00 ;  1 000,00 ;   630,00 ;4104303003001
Área 002; 8 281 ; 4 312 ; 3 970 ;  1 351,56 ;  1 658,60 ;  1 018,04 ;   800,00 ;  1 000,00 ;   670,00 ;4104303003002
Área 003; 9 200 ; 4 939 ; 4 261 ;   729,94 ;   856,47 ;   583,25 ;   591,00 ;   710,00 ;   510,00 ;4104303003003
Área 004; 10 111 ; 5 177 ; 4 934 ;  2 021,82 ;  2 717,13 ;  1 292,16 ;  1 000,00 ;  1 300,00 ;   800,00 ;4104303003004
Área 005; 18 921 ; 10 198 ; 8 723 ;  1 210,79 ;  1 480,62 ;   895,35 ;   700,00 ;   800,00 ;   560,00 ;4104303003005
Cascavel; 180 553 ; 95 350 ; 85 204 ;  1 550,71 ;  1 856,22 ;  1 208,82 ;   850,00 ;  1 000,00 ;   700,00 ;4104808
Área 001; 8 140 ; 4 400 ; 3 740 ;  1 017,91 ;  1 183,47 ;   823,09 ;   800,00 ;   900,00 ;   600,00 ;4104808005001
Área 002; 9 241 ; 4 759 ; 4 482 ;  1 009,80 ;  1 178,58 ;   830,59 ;   800,00 ;  1 000,00 ;   630,00 ;4104808005002
Área 003; 7 939 ; 4 202 ; 3 737 ;  1 193,60 ;  1 434,47 ;   922,79 ;   900,00 ;  1 000,00 ;   700,00 ;4104808005003
Área 004; 7 787 ; 4 295 ; 3 492 ;   812,22 ;   939,68 ;   655,46 ;   660,00 ;   800,00 ;   550,00 ;4104808005004
Área 005; 11 142 ; 5 775 ; 5 367 ;  1 811,14 ;  2 238,39 ;  1 351,48 ;  1 000,00 ;  1 200,00 ;   800,00 ;4104808005005
Área 006; 10 380 ; 5 440 ; 4 940 ;  2 041,36 ;  2 465,80 ;  1 573,97 ;  1 200,00 ;  1 500,00 ;   947,00 ;4104808005006
Área 007; 8 887 ; 4 851 ; 4 036 ;   900,98 ;  1 064,18 ;   704,81 ;   700,00 ;   810,00 ;   600,00 ;4104808005007
Área 008; 9 809 ; 5 142 ; 4 667 ;   920,71 ;  1 104,61 ;   718,08 ;   700,00 ;   850,00 ;   570,00 ;4104808005008
Área 009; 11 058 ; 5 663 ; 5 395 ;  1 483,16 ;  1 788,27 ;  1 162,89 ;  1 000,00 ;  1 100,00 ;   800,00 ;4104808005009
Área 010; 8 843 ; 4 489 ; 4 355 ;  1 384,48 ;  1 656,80 ;  1 103,77 ;   900,00 ;  1 020,00 ;   700,00 ;4104808005010
Área 011; 10 229 ; 5 164 ; 5 065 ;  2 132,16 ;  2 671,75 ;  1 582,08 ;  1 100,00 ;  1 500,00 ;   920,00 ;4104808005011
Área 012; 12 321 ; 6 500 ; 5 821 ;  1 834,58 ;  2 304,20 ;  1 310,20 ;  1 000,00 ;  1 200,00 ;   800,00 ;4104808005012
Área 013; 17 477 ; 8 527 ; 8 950 ;  3 601,40 ;  4 457,20 ;  2 786,09 ;  1 600,00 ;  2 129,00 ;  1 250,00 ;4104808005013
Área 014; 10 797 ; 5 905 ; 4 891 ;  1 690,64 ;  2 141,70 ;  1 146,10 ;  1 000,00 ;  1 200,00 ;   700,00 ;4104808005014
Área 015; 12 078 ; 6 515 ; 5 563 ;   942,21 ;  1 088,25 ;   771,18 ;   700,00 ;   800,00 ;   600,00 ;4104808005015
Área 016; 13 541 ; 7 195 ; 6 346 ;   830,32 ;   989,18 ;   650,22 ;   650,00 ;   800,00 ;   540,00 ;4104808005016
Área 017; 10 886 ; 6 529 ; 4 356 ;  1 036,72 ;  1 184,26 ;   815,58 ;   650,00 ;   724,00 ;   510,00 ;4104808005017
Castro; 36 196 ; 20 390 ; 15 806 ;  1 150,97 ;  1 283,04 ;   980,60 ;   650,00 ;   750,00 ;   510,00 ;4104907
Área 001; 8 973 ; 4 754 ; 4 219 ;  1 230,30 ;  1 388,83 ;  1 051,68 ;   700,00 ;   890,00 ;   600,00 ;4104907003001
Área 002; 12 635 ; 7 550 ; 5 085 ;  1 296,30 ;  1 371,77 ;  1 184,24 ;   600,00 ;   700,00 ;   510,00 ;4104907003002
Área 003; 14 589 ; 8 086 ; 6 502 ;   976,31 ;  1 137,99 ;   775,25 ;   630,00 ;   750,00 ;   510,00 ;4104907003003
Cianorte; 47 989 ; 24 851 ; 23 137 ;  1 199,68 ;  1 410,11 ;   973,65 ;   800,00 ;   990,00 ;   680,00 ;4105508
Área 001; 9 724 ; 4 700 ; 5 024 ;  2 018,87 ;  2 489,84 ;  1 578,19 ;  1 150,00 ;  1 500,00 ;  1 000,00 ;4105508003001
Área 002; 8 921 ; 4 711 ; 4 210 ;  1 164,07 ;  1 352,47 ;   953,23 ;   800,00 ;  1 000,00 ;   680,00 ;4105508003002
Área 003; 12 193 ; 6 375 ; 5 819 ;   927,06 ;  1 119,29 ;   716,45 ;   704,00 ;   900,00 ;   600,00 ;4105508003003
Área 004; 17 150 ; 9 065 ; 8 085 ;   947,54 ;  1 084,70 ;   793,76 ;   700,00 ;   800,00 ;   600,00 ;4105508003004
Colombo; 128 266 ; 68 677 ; 59 588 ;  1 106,26 ;  1 286,86 ;   898,11 ;   800,00 ;  1 000,00 ;   680,00 ;4105805
Campo Pequeno; 12 218 ; 6 407 ; 5 811 ;  1 177,40 ;  1 400,77 ;   931,10 ;   850,00 ;  1 000,00 ;   710,00 ;4105805005001
Centro; 19 105 ; 10 208 ; 8 897 ;  1 202,24 ;  1 385,62 ;   991,84 ;   800,00 ;  1 000,00 ;   650,00 ;4105805005002
Das Graças; 8 755 ; 5 036 ; 3 719 ;  1 040,82 ;  1 213,96 ;   806,32 ;   730,00 ;   800,00 ;   600,00 ;4105805005003
Guabirotuba; 13 182 ; 6 855 ; 6 326 ;  1 120,45 ;  1 312,51 ;   912,31 ;   800,00 ;   990,00 ;   670,00 ;4105805005004
Guarani; 15 003 ; 8 071 ; 6 932 ;  1 110,00 ;  1 273,48 ;   919,67 ;   800,00 ;  1 000,00 ;   700,00 ;4105805005005
Maracanã; 9 443 ; 4 935 ; 4 508 ;  1 113,23 ;  1 307,77 ;   900,24 ;   800,00 ;  1 000,00 ;   680,00 ;4105805005006
Palmital; 7 971 ; 4 425 ; 3 547 ;   920,89 ;  1 023,67 ;   792,66 ;   711,00 ;   800,00 ;   630,00 ;4105805005007
Paloma; 10 295 ; 5 663 ; 4 633 ;  1 136,58 ;  1 312,82 ;   921,14 ;   830,00 ;  1 000,00 ;   700,00 ;4105805005008
Rio Verde; 14 362 ; 7 517 ; 6 845 ;  1 120,06 ;  1 329,70 ;   889,83 ;   800,00 ;  1 000,00 ;   700,00 ;4105805005009
São Dimas; 7 962 ; 4 297 ; 3 665 ;   932,86 ;  1 080,50 ;   759,74 ;   700,00 ;   800,00 ;   600,00 ;4105805005010
São Gabriel; 9 970 ; 5 263 ; 4 707 ;  1 097,18 ;  1 294,60 ;   876,42 ;   800,00 ;  1 000,00 ;   700,00 ;4105805005011
Cornélio Procópio; 30 685 ; 15 900 ; 14 785 ;  1 248,55 ;  1 481,11 ;   998,46 ;   700,00 ;   900,00 ;   600,00 ;4106407
Área 001; 14 107 ; 7 293 ; 6 814 ;  1 375,86 ;  1 637,01 ;  1 096,37 ;   750,00 ;   900,00 ;   610,00 ;4106407003001
Área 002; 16 577 ; 8 607 ; 7 971 ;  1 140,22 ;  1 349,01 ;   914,76 ;   700,00 ;   860,00 ;   580,00 ;4106407003002
Curitiba;1 138 526 ; 576 847 ; 561 679 ;  2 359,23 ;  2 881,13 ;  1 823,24 ;  1 200,00 ;  1 470,00 ;  1 000,00 ;4106902
Área 001; 16 134 ; 8 086 ; 8 049 ;  2 886,67 ;  3 810,85 ;  1 958,25 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005001
Área 002; 28 155 ; 13 154 ; 15 001 ;  5 922,18 ;  7 621,70 ;  4 431,83 ;  3 000,00 ;  5 000,00 ;  2 500,00 ;4106902005002
Área 003; 13 652 ; 6 557 ; 7 095 ;  3 289,75 ;  3 931,42 ;  2 696,77 ;  2 000,00 ;  2 100,00 ;  1 650,00 ;4106902005003
Área 004; 18 186 ; 9 243 ; 8 942 ;  2 713,98 ;  3 457,81 ;  1 945,12 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005004
Área 005; 15 793 ; 7 126 ; 8 667 ;  4 778,37 ;  6 138,30 ;  3 660,18 ;  3 000,00 ;  4 000,00 ;  2 500,00 ;4106902005005
Área 006; 17 326 ; 8 242 ; 9 084 ;  5 178,80 ;  6 855,47 ;  3 657,53 ;  3 000,00 ;  4 500,00 ;  2 350,00 ;4106902005006
Área 007; 16 903 ; 8 516 ; 8 387 ;  2 076,70 ;  2 439,11 ;  1 708,74 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005007
Área 008; 21 433 ; 10 271 ; 11 162 ;  2 422,24 ;  3 121,31 ;  1 778,99 ;  1 380,00 ;  1 700,00 ;  1 050,00 ;4106902005008
Área 009; 24 176 ; 11 507 ; 12 669 ;  3 716,54 ;  4 476,14 ;  3 026,57 ;  2 000,00 ;  2 400,00 ;  1 500,00 ;4106902005009
Área 010; 17 064 ; 8 615 ; 8 449 ;  1 689,81 ;  2 032,57 ;  1 340,31 ;  1 100,00 ;  1 500,00 ;   900,00 ;4106902005010
Área 011; 21 787 ; 10 855 ; 10 932 ;  1 696,50 ;  2 016,89 ;  1 378,37 ;  1 000,00 ;  1 200,00 ;   800,00 ;4106902005011
Área 012; 18 558 ; 9 577 ; 8 981 ;  2 022,96 ;  2 536,91 ;  1 474,92 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005012
Área 013; 16 715 ; 8 250 ; 8 465 ;  3 195,77 ;  3 810,26 ;  2 596,90 ;  2 000,00 ;  2 500,00 ;  1 800,00 ;4106902005013
Área 014; 27 362 ; 12 988 ; 14 374 ;  4 262,01 ;  5 396,17 ;  3 237,14 ;  2 500,00 ;  3 000,00 ;  2 000,00 ;4106902005014
Área 015; 30 316 ; 15 311 ; 15 004 ;  1 914,05 ;  2 226,88 ;  1 594,81 ;  1 100,00 ;  1 210,00 ;  1 000,00 ;4106902005015
Área 016; 19 575 ; 9 706 ; 9 869 ;  2 263,74 ;  2 720,09 ;  1 814,93 ;  1 300,00 ;  1 500,00 ;  1 017,00 ;4106902005016
Área 017; 24 465 ; 12 596 ; 11 868 ;  2 545,59 ;  3 215,13 ;  1 834,97 ;  1 300,00 ;  1 500,00 ;  1 000,00 ;4106902005017
Área 018; 22 355 ; 10 930 ; 11 425 ;  2 392,23 ;  2 965,62 ;  1 843,72 ;  1 200,00 ;  1 500,00 ;  1 200,00 ;4106902005018
Área 019; 18 212 ; 9 426 ; 8 786 ;  3 122,95 ;  3 865,53 ;  2 326,30 ;  2 000,00 ;  2 550,00 ;  1 500,00 ;4106902005019
Área 020; 19 607 ; 10 335 ; 9 272 ;  1 085,96 ;  1 278,61 ;   871,22 ;   800,00 ;   900,00 ;   625,00 ;4106902005020
Área 021; 19 333 ; 9 695 ; 9 638 ;  1 481,05 ;  1 790,76 ;  1 169,52 ;   950,00 ;  1 100,00 ;   795,00 ;4106902005021
Área 022; 21 868 ; 11 207 ; 10 661 ;  1 778,05 ;  2 074,59 ;  1 466,31 ;  1 020,00 ;  1 200,00 ;   900,00 ;4106902005022
Área 023; 22 212 ; 11 801 ; 10 410 ;  1 646,75 ;  2 127,25 ;  1 102,05 ;   850,00 ;  1 000,00 ;   700,00 ;4106902005023
Área 024; 23 906 ; 12 412 ; 11 495 ;  2 507,83 ;  3 174,71 ;  1 787,78 ;  1 200,00 ;  1 530,00 ;  1 000,00 ;4106902005024
Área 025; 20 862 ; 10 879 ; 9 983 ;  1 233,39 ;  1 445,14 ;  1 002,62 ;   900,00 ;  1 020,00 ;   723,00 ;4106902005025
Área 026; 21 206 ; 10 955 ; 10 251 ;  1 839,90 ;  2 174,54 ;  1 482,29 ;  1 030,00 ;  1 500,00 ;   960,00 ;4106902005026
Área 027; 18 218 ; 9 305 ; 8 913 ;  2 220,45 ;  2 743,44 ;  1 674,45 ;  1 500,00 ;  2 000,00 ;  1 025,00 ;4106902005027
Área 028; 18 825 ; 9 748 ; 9 077 ;  1 422,14 ;  1 755,40 ;  1 064,25 ;  1 000,00 ;  1 200,00 ;   730,00 ;4106902005028
Área 029; 14 193 ; 7 373 ; 6 820 ;  1 539,71 ;  1 760,20 ;  1 301,33 ;  1 000,00 ;  1 200,00 ;   970,00 ;4106902005029
Área 030; 16 444 ; 8 031 ; 8 412 ;  8 438,69 ;  10 515,33 ;  6 456,09 ;  3 500,00 ;  5 000,00 ;  2 500,00 ;4106902005030
Área 031; 19 778 ; 9 455 ; 10 324 ;  3 715,41 ;  4 776,61 ;  2 743,52 ;  2 500,00 ;  3 000,00 ;  2 000,00 ;4106902005031
Área 032; 19 099 ; 9 989 ; 9 110 ;  1 692,54 ;  2 179,96 ;  1 158,10 ;   910,00 ;  1 020,00 ;   740,00 ;4106902005032
Área 033; 18 160 ; 9 486 ; 8 674 ;  1 914,57 ;  2 277,56 ;  1 517,63 ;  1 100,00 ;  1 500,00 ;   900,00 ;4106902005033
Área 034; 17 135 ; 8 523 ; 8 612 ;  5 597,52 ;  8 200,83 ;  3 020,88 ;  2 000,00 ;  2 500,00 ;  1 500,00 ;4106902005034
Área 035; 16 862 ; 8 198 ; 8 664 ;  3 240,16 ;  4 157,49 ;  2 372,17 ;  1 800,00 ;  2 000,00 ;  1 500,00 ;4106902005035
Área 036; 29 246 ; 14 385 ; 14 861 ;  2 740,26 ;  3 242,69 ;  2 253,93 ;  1 800,00 ;  2 000,00 ;  1 500,00 ;4106902005036
Área 037; 19 354 ; 9 706 ; 9 648 ;  2 389,53 ;  2 981,51 ;  1 794,02 ;  1 280,00 ;  1 500,00 ;  1 020,00 ;4106902005037
Área 038; 18 291 ; 9 718 ; 8 574 ;  1 495,86 ;  1 690,01 ;  1 275,82 ;  1 000,00 ;  1 200,00 ;   850,00 ;4106902005038
Área 039; 29 478 ; 14 433 ; 15 045 ;  1 955,13 ;  2 341,94 ;  1 584,06 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005039
Área 040; 23 861 ; 12 377 ; 11 484 ;  1 985,19 ;  2 366,40 ;  1 574,33 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4106902005040
Área 041; 30 761 ; 16 267 ; 14 494 ;  1 025,21 ;  1 246,21 ;   777,17 ;   800,00 ;   920,00 ;   620,00 ;4106902005041
Área 042; 16 800 ; 9 299 ; 7 501 ;  1 498,36 ;  1 803,65 ;  1 119,91 ;   820,00 ;  1 000,00 ;   650,00 ;4106902005042
Área 043; 17 060 ; 9 075 ; 7 985 ;   991,32 ;  1 176,14 ;   781,28 ;   800,00 ;  1 000,00 ;   678,00 ;4106902005043
Área 044; 28 841 ; 14 787 ; 14 054 ;  1 240,33 ;  1 482,64 ;   985,37 ;   900,00 ;  1 080,00 ;   715,00 ;4106902005044
Área 045; 18 337 ; 9 760 ; 8 577 ;  1 090,89 ;  1 312,46 ;   838,76 ;   880,00 ;  1 020,00 ;   700,00 ;4106902005045
Área 046; 24 019 ; 12 747 ; 11 272 ;  1 189,48 ;  1 361,85 ;   994,55 ;   900,00 ;  1 010,00 ;   700,00 ;4106902005046
Área 047; 30 866 ; 16 344 ; 14 522 ;  1 440,55 ;  1 760,12 ;  1 080,90 ;  1 000,00 ;  1 200,00 ;   750,00 ;4106902005047
Área 048; 19 512 ; 10 643 ; 8 869 ;  1 049,00 ;  1 240,14 ;   819,62 ;   800,00 ;  1 000,00 ;   650,00 ;4106902005048
Área 049; 21 525 ; 11 059 ; 10 466 ;  1 347,10 ;  1 676,15 ;   999,41 ;  1 000,00 ;  1 200,00 ;   750,00 ;4106902005049
Área 050; 25 817 ; 13 866 ; 11 951 ;  1 284,84 ;  1 468,82 ;  1 071,39 ;   900,00 ;  1 000,00 ;   750,00 ;4106902005050
Área 051; 21 403 ; 10 498 ; 10 905 ;  1 349,26 ;  1 711,09 ;  1 000,93 ;   900,00 ;  1 200,00 ;   750,00 ;4106902005051
Área 052; 17 281 ; 8 762 ; 8 519 ;  1 369,91 ;  1 654,92 ;  1 076,78 ;   900,00 ;  1 100,00 ;   700,00 ;4106902005052
Área 053; 15 316 ; 6 869 ; 8 447 ;  3 285,49 ;  3 963,87 ;  2 733,84 ;  2 000,00 ;  2 200,00 ;  1 600,00 ;4106902005053
Área 054; 17 898 ; 9 399 ; 8 500 ;  1 272,74 ;  1 532,94 ;   985,03 ;   996,00 ;  1 200,00 ;   750,00 ;4106902005054
Área 055; 16 985 ; 8 507 ; 8 479 ;  2 916,38 ;  3 898,69 ;  1 930,83 ;  1 500,00 ;  2 000,00 ;  1 020,00 ;4106902005055
Dois Vizinhos; 23 580 ; 12 647 ; 10 933 ;  1 245,38 ;  1 507,36 ;   942,31 ;   750,00 ;   900,00 ;   600,00 ;4107207
Área 001; 7 991 ; 4 167 ; 3 824 ;  1 543,56 ;  1 918,86 ;  1 134,54 ;   900,00 ;  1 050,00 ;   650,00 ;4107207003001
Área 002; 15 589 ; 8 480 ; 7 109 ;  1 092,52 ;  1 305,14 ;   838,92 ;   700,00 ;   812,00 ;   600,00 ;4107207003002
Fazenda Rio Grande; 45 091 ; 24 589 ; 20 502 ;  1 158,41 ;  1 446,80 ;   812,55 ;   800,00 ;   950,00 ;   600,00 ;4107652
Área 001; 8 281 ; 4 522 ; 3 759 ;  1 100,66 ;  1 312,09 ;   846,35 ;   900,00 ;  1 000,00 ;   650,00 ;4107652003001
Área 002; 8 029 ; 4 376 ; 3 653 ;  1 783,92 ;  2 441,94 ;   995,50 ;   800,00 ;  1 000,00 ;   700,00 ;4107652003002
Área 003; 13 586 ; 7 459 ; 6 127 ;   934,75 ;  1 078,12 ;   760,23 ;   700,00 ;   900,00 ;   600,00 ;4107652003003
Área 004; 15 195 ; 8 232 ; 6 963 ;  1 059,33 ;  1 325,76 ;   744,36 ;   740,00 ;   900,00 ;   600,00 ;4107652003004
Foz do Iguaçu; 146 819 ; 77 904 ; 68 915 ;  1 397,61 ;  1 672,11 ;  1 087,30 ;   790,00 ;   938,00 ;   600,00 ;4108304
Área 001; 7 186 ; 3 768 ; 3 418 ;   754,20 ;   878,88 ;   616,74 ;   570,00 ;   700,00 ;   510,00 ;4108304003001
Área 002; 7 507 ; 4 036 ; 3 470 ;   951,08 ;  1 184,60 ;   679,45 ;   600,00 ;   800,00 ;   510,00 ;4108304003002
Área 003; 8 219 ; 4 397 ; 3 823 ;   950,89 ;  1 151,92 ;   719,68 ;   660,00 ;   800,00 ;   587,00 ;4108304003003
Área 004; 8 451 ; 4 516 ; 3 934 ;   861,43 ;  1 009,77 ;   691,15 ;   600,00 ;   700,00 ;   510,00 ;4108304003004
Área 005; 51 283 ; 27 408 ; 23 875 ;  1 199,25 ;  1 450,69 ;   910,59 ;   700,00 ;   855,00 ;   580,00 ;4108304003005
Área 006; 9 169 ; 4 659 ; 4 510 ;  1 281,25 ;  1 603,77 ;   948,12 ;   800,00 ;  1 000,00 ;   650,00 ;4108304003006
Área 007; 8 187 ; 4 172 ; 4 015 ;  1 785,59 ;  1 980,63 ;  1 582,91 ;  1 000,00 ;  1 200,00 ;   800,00 ;4108304003007
Área 008; 9 892 ; 5 281 ; 4 611 ;  1 067,02 ;  1 206,20 ;   907,61 ;   700,00 ;   800,00 ;   600,00 ;4108304003008
Área 009; 9 854 ; 5 145 ; 4 709 ;  1 520,89 ;  1 736,22 ;  1 285,62 ;   800,00 ;  1 000,00 ;   650,00 ;4108304003009
Área 010; 12 679 ; 7 070 ; 5 609 ;  2 202,03 ;  2 623,16 ;  1 671,23 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4108304003010
Área 011; 14 392 ; 7 451 ; 6 941 ;  2 516,08 ;  3 113,75 ;  1 874,44 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;4108304003011
Francisco Beltrão; 53 152 ; 27 464 ; 25 688 ;  1 298,19 ;  1 528,83 ;  1 051,61 ;   800,00 ;   975,00 ;   660,00 ;4108403
Área 001; 7 883 ; 4 016 ; 3 867 ;  1 103,41 ;  1 279,30 ;   920,78 ;   800,00 ;   950,00 ;   600,00 ;4108403003001
Área 002; 10 417 ; 5 333 ; 5 084 ;   944,64 ;  1 125,69 ;   754,76 ;   715,00 ;   880,00 ;   620,00 ;4108403003002
Área 003; 8 169 ; 4 352 ; 3 816 ;  1 034,07 ;  1 286,68 ;   745,98 ;   700,00 ;   830,00 ;   580,00 ;4108403003003
Área 004; 10 893 ; 5 353 ; 5 541 ;  2 207,47 ;  2 688,31 ;  1 742,93 ;  1 300,00 ;  1 600,00 ;  1 000,00 ;4108403003004
Área 005; 15 790 ; 8 411 ; 7 379 ;  1 138,03 ;  1 290,96 ;   963,72 ;   750,00 ;   800,00 ;   622,00 ;4108403003005
Goioerê; 18 487 ; 9 675 ; 8 812 ;  1 078,33 ;  1 270,76 ;   867,06 ;   600,00 ;   765,00 ;   510,00 ;4108601
Área 001; 8 061 ; 4 136 ; 3 925 ;   996,20 ;  1 092,32 ;   894,93 ;   600,00 ;   750,00 ;   510,00 ;4108601003001
Área 002; 10 426 ; 5 539 ; 4 887 ;  1 141,83 ;  1 403,99 ;   844,69 ;   630,00 ;   775,00 ;   510,00 ;4108601003002
Guaíra; 18 643 ; 9 977 ; 8 666 ;  1 258,72 ;  1 535,53 ;   940,05 ;   600,00 ;   750,00 ;   510,00 ;4108809
Área 001; 8 243 ; 4 464 ; 3 779 ;   877,00 ;  1 045,78 ;   677,58 ;   510,00 ;   600,00 ;   510,00 ;4108809003001
Área 002; 10 400 ; 5 512 ; 4 887 ;  1 561,29 ;  1 932,16 ;  1 142,98 ;   700,00 ;   850,00 ;   550,00 ;4108809003002
Guarapuava; 96 750 ; 52 536 ; 44 214 ;  1 269,45 ;  1 557,69 ;   926,95 ;   700,00 ;   800,00 ;   555,00 ;4109401
Área 001; 7 432 ; 4 223 ; 3 209 ;  1 569,92 ;  2 081,58 ;   896,76 ;   600,00 ;   700,00 ;   510,00 ;4109401003001
Área 002; 8 333 ; 4 630 ; 3 702 ;   718,95 ;   840,06 ;   567,48 ;   566,00 ;   660,00 ;   510,00 ;4109401003002
Área 003; 10 889 ; 5 794 ; 5 096 ;  1 043,67 ;  1 318,51 ;   731,19 ;   650,00 ;   800,00 ;   510,00 ;4109401003003
Área 004; 9 467 ; 5 896 ; 3 571 ;   768,37 ;   903,16 ;   545,80 ;   572,00 ;   690,00 ;   510,00 ;4109401003004
Área 005; 12 410 ; 6 234 ; 6 176 ;  1 500,24 ;  1 890,43 ;  1 106,40 ;   830,00 ;  1 020,00 ;   650,00 ;4109401003005
Área 006; 8 894 ; 4 501 ; 4 393 ;  1 384,54 ;  1 751,35 ;  1 008,75 ;   800,00 ;  1 000,00 ;   610,00 ;4109401003006
Área 007; 9 588 ; 4 945 ; 4 643 ;  2 137,74 ;  2 678,62 ;  1 561,63 ;   940,00 ;  1 100,00 ;   700,00 ;4109401003007
